Year,Field-Location,State,City,Plot length (center-center in feet),Plot area (ft2),Alley length (in inches),Row spacing (in inches),Rows per plot,# Seed per plot,Experiment,Pedigree,Family,Replicate,Block,Anthesis [days],Silking [days],Plant Height [cm],Ear Height [cm],Stand Count [# of plants],Root Lodging [# of plants],Stalk Lodging [# of plants],Grain Moisture [%],Test Weight [lbs],Plot Weight [lbs],Grain Yield (bu/A)
2023,ILH1,IL,Urbana,20.5,87.5,36,30,2,172,HIP_Inbred,MO17,HIPS,2,1,73.0,78.0,143.0,69.0,62.0,0.0,0.0,20.9,56.3,10.95,91.12251226
2023,ILH1,IL,Urbana,20.5,87.5,36,30,2,172,HIP_Inbred,PHW65,HIPS,2,1,76.0,80.0,130.0,41.0,62.0,0.0,0.0,25.0,56.3,10.18,80.32377732
2023,ILH1,IL,Urbana,20.5,87.5,36,30,2,172,HIP_Inbred,B84,HIPS,2,1,77.0,83.0,135.0,71.0,50.0,0.0,0.0,22.3,56.3,5.89,48.1472399
2023,ILH1,IL,Urbana,20.5,87.5,36,30,2,172,HIP_Inbred,PHR03,HIPS,3,1,77.0,82.0,158.0,64.0,60.0,0.0,0.0,22.6,56.3,13.42,109.2769484
2023,ILH1,IL,Urbana,20.5,87.5,36,30,2,172,HIP_Inbred,W22-UNIFORM MU STRAIN,HIPS,3,1,72.0,78.0,132.0,55.0,54.0,0.0,0.0,18.8,56.3,8.83,75.43133863
2023,ILH1,IL,Urbana,20.5,87.5,36,30,2,172,HIP_Inbred,LH195,HIPS,3,1,76.0,79.0,112.0,33.0,59.0,0.0,0.0,24.5,56.3,12.82,101.8286671
2023,ILH1,IL,Urbana,20.5,87.5,36,30,2,172,HIP_Inbred,LH145,HIPS,3,1,64.0,68.0,116.0,34.0,50.0,0.0,2.0,11.2,56.3,2.93,27.37257587
2023,ILH1,IL,Urbana,20.5,87.5,36,30,2,172,HIP_Inbred,PHJ89,HIPS,3,1,69.0,71.0,152.0,40.0,53.0,0.0,0.0,16.0,56.3,12.26,108.3439932
2023,ILH1,IL,Urbana,20.5,87.5,36,30,2,172,HIP_Inbred,PHP02,HIPS,3,1,65.0,69.0,116.0,42.0,52.0,0.0,0.0,13.1,56.3,8.56,78.25797812
2023,ILH1,IL,Urbana,20.5,87.5,36,30,2,172,HIP_Inbred,PHT69,HIPS,3,1,69.0,72.0,136.0,57.0,27.0,0.0,0.0,12.9,56.3,5.49,50.30667127
2023,ILH1,IL,Urbana,20.5,87.5,36,30,2,172,HIP_Inbred,B84,HIPS,3,1,77.0,81.0,144.0,66.0,55.0,0.0,0.0,18.2,56.3,4.17,35.88594943
2023,ILH1,IL,Urbana,20.5,87.5,36,30,2,172,HIP_Inbred,B73,HIPS,3,1,75.0,79.0,148.0,61.0,54.0,0.0,0.0,20.2,56.3,7.59,63.72058428
2023,ILH1,IL,Urbana,20.5,87.5,36,30,2,172,HIP_Inbred,PHZ51,HIPS,3,1,73.0,79.0,149.0,25.0,54.0,0.0,0.0,15.1,56.3,6.14,54.84172965
2023,ILH1,IL,Urbana,20.5,87.5,36,30,2,172,HIP_Inbred,PHJ40,HIPS,3,1,62.0,66.0,111.0,42.0,51.0,1.0,0.0,12.2,56.3,4.84,44.70694148
2023,ILH1,IL,Urbana,20.5,87.5,36,30,2,172,HIP_Inbred,PHTD5,HIPS,3,1,59.0,63.0,106.0,43.0,54.0,0.0,4.0,12.9,56.3,7.13,65.33452936
2023,ILH1,IL,Urbana,20.5,87.5,36,30,2,172,HIP_Inbred,PHB47,HIPS,3,1,67.0,70.0,146.0,56.0,56.0,1.0,0.0,14.2,56.3,12.72,114.8178688
2023,ILH1,IL,Urbana,20.5,87.5,36,30,2,172,HIP_Inbred,LH244,HIPS,3,1,69.0,73.0,155.0,56.0,59.0,0.0,0.0,17.8,56.3,12.0,103.7739017
2023,ILH1,IL,Urbana,20.5,87.5,36,30,2,172,HIP_Inbred,LH82,HIPS,3,1,65.0,69.0,101.0,35.0,63.0,0.0,0.0,14.9,56.3,8.91,79.77050588
2023,ILH1,IL,Urbana,20.5,87.5,36,30,2,172,HIP_Inbred,PH207,HIPS,3,1,65.0,68.0,120.0,58.0,47.0,0.0,0.0,12.0,56.3,5.9,54.62227267
2023,ILH1,IL,Urbana,20.5,87.5,36,30,2,172,HIP_Inbred,PHRE1,HIPS,3,1,59.0,62.0,93.0,36.0,46.0,8.0,1.0,13.1,56.3,5.66,51.74534534
2023,ILH1,IL,Urbana,20.5,87.5,36,30,2,172,HIP_Inbred,LH185,HIPS,3,1,71.0,73.0,147.0,40.0,43.0,0.0,0.0,17.3,56.3,10.38,90.31043729
2023,ILH1,IL,Urbana,20.5,87.5,36,30,2,172,HIP_Inbred,MO17,HIPS,3,1,71.0,77.0,151.0,62.0,60.0,0.0,0.0,19.1,56.3,9.83,83.66371047
2023,ILH1,IL,Urbana,20.5,87.5,36,30,2,172,HIP_Inbred,TX714,HIPS,3,1,79.0,83.0,174.0,94.0,47.0,0.0,0.0,14.6,56.3,3.34,30.00816365
2023,ILH1,IL,Urbana,20.5,87.5,36,30,2,172,HIP_Inbred,PHW65,HIPS,3,1,73.0,77.0,118.0,48.0,53.0,0.0,0.0,24.3,56.3,14.21,113.1683645
2023,ILH1,IL,Urbana,20.5,87.5,36,30,2,172,HIP_Inbred,PHT69,HIPS,4,1,66.0,69.0,128.0,54.0,32.0,0.0,0.0,12.2,56.3,5.91,54.59050086
2023,ILH1,IL,Urbana,20.5,87.5,36,30,2,172,HIP_Inbred,PH207,HIPS,4,1,65.0,68.0,116.0,51.0,46.0,0.0,0.0,11.2,56.3,4.19,39.14371772
2023,ILH1,IL,Urbana,20.5,87.5,36,30,2,172,HIP_Inbred,PHTD5,HIPS,4,1,61.0,65.0,106.0,42.0,52.0,0.0,2.0,12.2,56.3,3.83,35.37760039
2023,ILH1,IL,Urbana,20.5,87.5,36,30,2,172,HIP_Inbred,PHAJ0,HIPS,4,1,60.0,63.0,105.0,41.0,50.0,0.0,0.0,4.62,56.3,1.65,16.55679778
2023,ILH1,IL,Urbana,20.5,87.5,36,30,2,172,HIP_Inbred,PHJ89,HIPS,4,1,68.0,71.0,130.0,38.0,51.0,0.0,0.0,14.3,56.3,10.07,90.79153832
2023,ILH1,IL,Urbana,20.5,87.5,36,30,2,172,HIP_Inbred,PHP02,HIPS,4,1,65.0,69.0,108.0,40.0,52.0,0.0,0.0,12.5,56.3,5.38,49.52510566
2023,ILH1,IL,Urbana,20.5,87.5,36,30,2,172,HIP_Inbred,PHR03,HIPS,4,1,77.0,84.0,158.0,66.0,58.0,0.0,0.0,20.2,56.3,9.16,76.9012585
2023,ILH1,IL,Urbana,20.5,87.5,36,30,2,172,HIP_Inbred,PHJ40,HIPS,4,1,61.0,65.0,100.0,37.0,53.0,0.0,0.0,10.9,56.3,3.69,34.58909127
2023,ILH1,IL,Urbana,20.5,87.5,36,30,2,172,HIP_Inbred,PHB47,HIPS,4,1,69.0,73.0,130.0,42.0,54.0,0.0,0.0,12.9,56.3,7.32,67.0755617
2023,ILH1,IL,Urbana,20.5,87.5,36,30,2,172,HIP_Inbred,PHRE1,HIPS,4,1,60.0,65.0,85.0,35.0,47.0,3.0,3.0,8.26,56.3,1.54,14.86327587
2023,ILH1,IL,Urbana,20.5,87.5,36,30,2,172,HIP_Inbred,LH185,HIPS,4,1,75.0,81.0,122.0,27.0,53.0,0.0,0.0,10.3,56.3,2.12,20.0061438
2023,ILH1,IL,Urbana,20.5,87.5,36,30,2,172,HIP_Inbred,LH244,HIPS,4,1,70.0,78.0,146.0,54.0,51.0,0.0,0.0,15.3,56.3,5.76,51.32642029
2023,ILH1,IL,Urbana,20.5,87.5,36,30,2,172,HIP_Inbred,W22-UNIFORM MU STRAIN,HIPS,4,1,73.0,78.0,131.0,43.0,53.0,0.0,0.0,15.5,56.3,4.93,43.82669388
2023,ILH1,IL,Urbana,20.5,87.5,36,30,2,172,HIP_Inbred,B73,HIPS,4,1,78.0,86.0,142.0,82.0,55.0,0.0,0.0,16.7,56.3,3.49,30.58479053
2023,ILH1,IL,Urbana,20.5,87.5,36,30,2,172,HIP_Inbred,PHZ51,HIPS,4,1,79.0,87.0,139.0,34.0,53.0,0.0,0.0,15.8,56.3,3.9,34.5471146
2023,ILH1,IL,Urbana,20.5,87.5,36,30,2,172,HIP_Inbred,LH82,HIPS,4,1,69.0,72.0,87.0,36.0,54.0,0.0,2.0,10.3,56.3,2.95,27.83873783
2023,ILH1,IL,Urbana,20.5,87.5,36,30,2,172,HIP_Inbred,TX714,HIPS,4,1,87.0,69.0,145.0,80.0,39.0,0.0,0.0,25.0,56.3,4.6,36.29561647
2023,ILH1,IL,Urbana,20.5,87.5,36,30,2,172,HIP_Inbred,LH195,HIPS,4,1,78.0,83.0,105.0,38.0,53.0,0.0,0.0,30.2,56.3,11.38,83.56660655
2023,ILH1,IL,Urbana,20.5,87.5,36,30,2,172,HIP_Inbred,MO17,HIPS,4,1,79.0,87.0,127.0,57.0,54.0,0.0,0.0,15.4,56.3,3.5,31.15110735
2023,ILH1,IL,Urbana,20.5,87.5,36,30,2,172,HIP_Inbred,PHW65,HIPS,4,1,76.0,80.0,110.0,52.0,58.0,0.0,0.0,28.4,56.3,10.75,80.97604637
2023,ILH1,IL,Urbana,20.5,87.5,36,30,2,172,HIP_Inbred,B84,HIPS,4,1,87.0,92.0,130.0,68.0,52.0,0.0,0.0,23.6,56.3,4.42,35.52635981
2023,INH1,IN,West Lafayette,17.5,75.0,30,30,2,80,G2F_Main,GEMN-0096_LH212HT_0006/LH244,CHECK,1,1,70.0,72.0,237.0,106.0,57.0,0.0,1.0,18.8,52.3,21.97,218.9616
2023,INH1,IN,West Lafayette,17.5,75.0,30,30,2,80,G2F_Main,GEMN-0096_PHN46_0011/LH244,CHECK,1,1,66.0,68.0,216.0,98.0,54.0,0.0,0.0,19.8,56.6,16.41,161.5343249
2023,INH1,IN,West Lafayette,17.5,75.0,30,30,2,80,G2F_Main,W10005_0220/LH244,CHECK,1,1,66.0,69.0,219.0,102.0,59.0,0.0,1.0,18.6,58.6,22.83,228.0931212
2023,INH1,IN,West Lafayette,17.5,75.0,30,30,2,80,G2F_Main,GEMN-0192_PHK76_0045/LH244,CHECK,1,1,66.0,66.0,242.0,103.0,55.0,0.0,0.0,18.0,56.3,20.79,209.2426509
2023,INH1,IN,West Lafayette,17.5,75.0,30,30,2,80,G2F_Main,PHP02/LH244,CHECK,1,1,65.0,67.0,236.0,105.0,56.0,0.0,2.0,17.7,54.0,21.65,218.6953795
2023,INH1,IN,West Lafayette,17.5,75.0,30,30,2,80,G2F_Main,GEMN-0225_PHP02_0017/LH244,CHECK,1,1,66.0,67.0,251.0,117.0,59.0,0.0,0.0,19.3,55.3,24.37,241.385365
2023,INH1,IN,West Lafayette,17.5,75.0,30,30,2,80,G2F_Main,GEMN-0192_PHN46_0002/LH244,CHECK,1,1,66.0,68.0,215.0,78.0,58.0,0.0,0.0,18.4,59.3,15.79,158.1445248
2023,INH1,IN,West Lafayette,17.5,75.0,30,30,2,80,G2F_Main,GEMN-0192_LH212HT_0008/LH244,CHECK,1,1,68.0,70.0,238.0,94.0,58.0,0.0,0.0,18.2,55.2,22.04,221.2823452
2023,INH1,IN,West Lafayette,17.5,75.0,30,30,2,80,G2F_Main,DK3IIH6/LH244,CHECK,1,1,65.0,66.0,235.0,106.0,53.0,0.0,2.0,17.3,55.8,21.64,219.6567926
2023,INH1,IN,West Lafayette,17.5,75.0,30,30,2,80,G2F_Main,GEMN-0192_PHN46_0004/LH244,CHECK,1,1,68.0,69.0,230.0,106.0,60.0,0.0,1.0,17.0,55.2,21.41,218.1105292
2023,INH1,IN,West Lafayette,17.5,75.0,30,30,2,80,G2F_Main,GEMN-0096_PHJ89_0002/LH244,CHECK,1,2,68.0,70.0,223.0,90.0,57.0,0.0,0.0,17.2,54.9,18.98,192.8894242
2023,INH1,IN,West Lafayette,17.5,75.0,30,30,2,80,G2F_Main,W10010_0189/LH244,CHECK,1,2,67.0,67.0,235.0,93.0,56.0,0.0,0.0,18.1,56.7,22.92,230.3988923
2023,INH1,IN,West Lafayette,17.5,75.0,30,30,2,80,G2F_Main,GEMN-0192_LH212HT_0023/LH244,CHECK,1,2,67.0,67.0,242.0,110.0,56.0,0.0,2.0,17.1,53.6,25.13,255.6989183
2023,INH1,IN,West Lafayette,17.5,75.0,30,30,2,80,G2F_Main,GEMN-0192_PHK76_0030/LH244,CHECK,1,2,67.0,68.0,242.0,113.0,61.0,0.0,3.0,16.9,56.4,24.43,249.1760876
2023,INH1,IN,West Lafayette,17.5,75.0,30,30,2,80,G2F_Main,PHRE1/PHTD5,CHECK,1,2,69.0,70.0,178.0,82.0,59.0,0.0,0.0,16.2,57.3,12.75,131.1402705
2023,INH1,IN,West Lafayette,17.5,75.0,30,30,2,80,G2F_Main,W10001_0047/LH244,CHECK,1,2,67.0,68.0,208.0,84.0,60.0,0.0,1.0,18.4,56.7,21.06,210.9261363
2023,INH1,IN,West Lafayette,17.5,75.0,30,30,2,80,G2F_Main,GEMN-0225_PHJ89_0016/LH244,CHECK,1,2,68.0,69.0,244.0,101.0,55.0,0.0,0.0,16.6,52.2,22.8,233.3902823
2023,INH1,IN,West Lafayette,17.5,75.0,30,30,2,80,G2F_Main,GEMN-0192_PHK76_0035/LH244,CHECK,1,2,64.0,66.0,197.0,78.0,61.0,0.0,0.0,16.5,55.6,17.51,179.4545579
2023,INH1,IN,West Lafayette,17.5,75.0,30,30,2,80,G2F_Main,GEMN-0225_PHK76_0021/LH244,CHECK,1,2,67.0,67.0,226.0,101.0,44.0,0.0,0.0,17.6,57.0,20.2,204.2962773
2023,INH1,IN,West Lafayette,17.5,75.0,30,30,2,80,G2F_Main,GEMN-0097_LH212HT_0078/LH244,CHECK,1,2,68.0,68.0,241.0,103.0,48.0,0.0,1.0,17.4,56.4,20.45,207.3266982
2023,INH1,IN,West Lafayette,17.5,75.0,30,30,2,80,G2F_Main,GEMN-0096_PHN46_0009/LH244,CHECK,1,3,69.0,71.0,239.0,124.0,55.0,0.0,0.0,16.8,52.2,21.09,215.3682989
2023,INH1,IN,West Lafayette,17.5,75.0,30,30,2,80,G2F_Main,GEMN-0225_PHP02_0001/LH244,CHECK,1,3,66.0,68.0,257.0,112.0,56.0,0.0,0.0,18.5,54.6,23.57,235.7757109
2023,INH1,IN,West Lafayette,17.5,75.0,30,30,2,80,G2F_Main,PHW30_MO17-095-(2N)-01/LH244,CHECK,1,3,69.0,71.0,238.0,112.0,61.0,0.0,0.0,17.0,53.4,19.97,203.4407878
2023,INH1,IN,West Lafayette,17.5,75.0,30,30,2,80,G2F_Main,GEMN-0097_PHJ89_0027/LH244,CHECK,1,3,66.0,68.0,257.0,111.0,58.0,0.0,4.0,16.9,53.7,22.64,230.9188139
2023,INH1,IN,West Lafayette,17.5,75.0,30,30,2,80,G2F_Main,GEMN-0097_PHK76_0011/LH244,CHECK,1,3,68.0,71.0,246.0,96.0,42.0,0.0,0.0,20.0,56.8,21.32,209.3432967
2023,INH1,IN,West Lafayette,17.5,75.0,30,30,2,80,G2F_Main,GEMN-0192_PHK76_0011/LH244,CHECK,1,3,64.0,67.0,224.0,84.0,55.0,0.0,1.0,17.0,57.3,15.9,161.9783939
2023,INH1,IN,West Lafayette,17.5,75.0,30,30,2,80,G2F_Main,GEMN-0097_LH212HT_0069/LH244,CHECK,1,3,70.0,71.0,240.0,118.0,58.0,0.0,0.0,17.8,55.0,22.17,223.6759973
2023,INH1,IN,West Lafayette,17.5,75.0,30,30,2,80,G2F_Main,GEMN-0097_LH212HT_0004/LH244,CHECK,1,3,67.0,69.0,231.0,105.0,57.0,0.0,0.0,17.4,57.4,22.3,226.0824142
2023,INH1,IN,West Lafayette,17.5,75.0,30,30,2,80,G2F_Main,GEMN-0192_PHK76_0041/LH244,CHECK,1,3,66.0,68.0,230.0,104.0,54.0,0.0,0.0,16.8,55.1,19.96,203.8288879
2023,INH1,IN,West Lafayette,17.5,75.0,30,30,2,80,G2F_Main,PHW52/PHM49,CHECK,1,3,70.0,70.0,220.0,89.0,54.0,0.0,0.0,20.9,57.6,22.22,215.7259598
2023,INH1,IN,West Lafayette,17.5,75.0,30,30,2,80,G2F_Main,GEMN-0225_PHK76_0019/LH244,CHECK,1,4,68.0,68.0,221.0,96.0,55.0,0.0,0.0,16.5,55.7,18.25,187.0385883
2023,INH1,IN,West Lafayette,17.5,75.0,30,30,2,80,G2F_Main,GEMN-0225_PHJ89_0001/LH244,CHECK,1,4,68.0,69.0,261.0,108.0,55.0,0.0,2.0,18.9,56.8,25.17,250.5451161
2023,INH1,IN,West Lafayette,17.5,75.0,30,30,2,80,G2F_Main,GEMN-0096_PHJ89_0006/LH244,CHECK,1,4,68.0,69.0,226.0,88.0,56.0,0.0,0.0,17.1,57.9,18.76,190.8838722
2023,INH1,IN,West Lafayette,17.5,75.0,30,30,2,80,G2F_Main,GEMN-0192_PHK76_0006/LH244,CHECK,1,4,67.0,68.0,232.0,104.0,57.0,0.0,0.0,17.5,56.7,20.06,203.1265765
2023,INH1,IN,West Lafayette,17.5,75.0,30,30,2,80,G2F_Main,GEMN-0096_PHN46_0020/LH244,CHECK,1,4,67.0,69.0,225.0,92.0,57.0,0.0,4.0,18.6,58.4,21.51,214.9050827
2023,INH1,IN,West Lafayette,17.5,75.0,30,30,2,80,G2F_Main,GEMN-0096_PHP02_0001/LH244,CHECK,1,4,69.0,71.0,243.0,103.0,59.0,0.0,0.0,19.3,55.5,26.12,258.719152
2023,INH1,IN,West Lafayette,17.5,75.0,30,30,2,80,G2F_Main,TX777/LH195,CHECK,1,4,75.0,77.0,228.0,95.0,34.0,0.0,0.0,24.7,54.6,16.24,150.0938414
2023,INH1,IN,West Lafayette,17.5,75.0,30,30,2,80,G2F_Main,B73/MO17,CHECK,1,4,67.0,71.0,241.0,122.0,55.0,0.0,0.0,19.7,55.1,28.61,281.9780318
2023,INH1,IN,West Lafayette,17.5,75.0,30,30,2,80,G2F_Main,LH244/PHK76,CHECK,1,4,65.0,66.0,231.0,83.0,56.0,0.0,1.0,16.8,57.9,16.55,169.0064176
2023,INH1,IN,West Lafayette,17.5,75.0,30,30,2,80,G2F_Main,GEMN-0225/LH244,CHECK,1,4,69.0,72.0,256.0,108.0,55.0,0.0,0.0,20.0,55.3,25.6,251.3690617
2023,INH1,IN,West Lafayette,17.5,75.0,30,30,2,80,G2F_Main,GEMN-0225_LH212HT_0017/LH244,CHECK,1,5,67.0,70.0,242.0,116.0,56.0,0.0,0.0,17.8,57.2,19.93,201.0763476
2023,INH1,IN,West Lafayette,17.5,75.0,30,30,2,80,G2F_Main,NC388/LH244,CHECK,1,5,70.0,72.0,247.0,104.0,54.0,0.0,0.0,20.6,57.4,19.84,193.3499402
2023,INH1,IN,West Lafayette,17.5,75.0,30,30,2,80,G2F_Main,GEMN-0096_PHJ89_0014/LH244,CHECK,1,5,66.0,68.0,220.0,81.0,59.0,0.0,0.0,17.0,55.3,15.74,160.3484227
2023,INH1,IN,West Lafayette,17.5,75.0,30,30,2,80,G2F_Main,W10001_0012/LH244,CHECK,1,5,63.0,66.0,194.0,65.0,55.0,0.0,8.0,18.4,57.6,16.14,161.6499449
2023,INH1,IN,West Lafayette,17.5,75.0,30,30,2,80,G2F_Main,GEMN-0192_PHN46_0017/LH244,CHECK,1,5,66.0,70.0,240.0,101.0,58.0,0.0,0.0,16.3,55.1,18.86,193.7532598
2023,INH1,IN,West Lafayette,17.5,75.0,30,30,2,80,G2F_Main,PHW30_MO17-010-(2N)-01/LH244,CHECK,1,5,67.0,70.0,257.0,107.0,57.0,0.0,1.0,19.0,53.2,27.07,269.1256839
2023,INH1,IN,West Lafayette,17.5,75.0,30,30,2,80,G2F_Main,GEMN-0225_LH212HT_0009/LH244,CHECK,1,5,67.0,68.0,242.0,107.0,56.0,0.0,0.0,17.9,56.5,21.97,221.3885143
2023,INH1,IN,West Lafayette,17.5,75.0,30,30,2,80,G2F_Main,PHN46/LH244,CHECK,1,5,67.0,70.0,248.0,117.0,54.0,0.0,0.0,19.4,52.2,21.03,208.0444747
2023,INH1,IN,West Lafayette,17.5,75.0,30,30,2,80,G2F_Main,GEMN-0192_PHN46_0008/LH244,CHECK,1,5,66.0,66.0,224.0,81.0,56.0,0.0,0.0,17.3,57.5,19.34,196.3106455
2023,INH1,IN,West Lafayette,17.5,75.0,30,30,2,80,G2F_Main,GEMN-0225_PHK76_0032/LH244,CHECK,1,5,66.0,67.0,237.0,106.0,54.0,0.0,1.0,18.2,61.5,20.27,203.5114854
2023,INH1,IN,West Lafayette,17.5,75.0,30,30,2,80,G2F_Main,GEMN-0192_PHK76_0032/LH244,CHECK,1,6,64.0,65.0,224.0,96.0,54.0,0.0,0.0,17.4,58.3,19.58,198.5064426
2023,INH1,IN,West Lafayette,17.5,75.0,30,30,2,80,G2F_Main,NC398/LH244,CHECK,1,6,70.0,72.0,237.0,118.0,56.0,0.0,3.0,22.6,55.0,22.96,218.1196118
2023,INH1,IN,West Lafayette,17.5,75.0,30,30,2,80,G2F_Main,PHKE6/LH244,CHECK,1,6,64.0,67.0,222.0,70.0,54.0,0.0,2.0,17.8,56.7,17.68,178.3758066
2023,INH1,IN,West Lafayette,17.5,75.0,30,30,2,80,G2F_Main,GEMN-0192_LH212HT_0006/LH244,CHECK,1,6,67.0,70.0,231.0,107.0,55.0,0.0,1.0,17.5,56.3,26.1,264.2873204
2023,INH1,IN,West Lafayette,17.5,75.0,30,30,2,80,G2F_Main,PHG29/PHG47,CHECK,1,6,63.0,64.0,193.0,80.0,56.0,0.0,2.0,16.5,57.1,16.47,168.7959205
2023,INH1,IN,West Lafayette,17.5,75.0,30,30,2,80,G2F_Main,W10001_0016/LH244,CHECK,1,6,60.0,63.0,180.0,61.0,57.0,0.0,7.0,17.4,57.4,12.62,127.9443976
2023,INH1,IN,West Lafayette,17.5,75.0,30,30,2,80,G2F_Main,GEMN-0097_PHK76_0003/LH244,CHECK,1,6,65.0,66.0,212.0,80.0,59.0,0.0,2.0,17.1,59.3,19.6,199.4309112
2023,INH1,IN,West Lafayette,17.5,75.0,30,30,2,80,G2F_Main,GEMN-0192_LH212HT_0021/LH244,CHECK,1,6,64.0,67.0,226.0,86.0,58.0,0.0,4.0,17.4,54.2,21.7,219.9994793
2023,INH1,IN,West Lafayette,17.5,75.0,30,30,2,80,G2F_Main,GEMN-0097_LH212HT_0058/LH244,CHECK,1,6,67.0,69.0,235.0,90.0,57.0,0.0,1.0,18.3,55.5,24.35,244.1759544
2023,INH1,IN,West Lafayette,17.5,75.0,30,30,2,80,G2F_Main,GEMN-0192_PHK76_0012/LH244,CHECK,1,6,64.0,67.0,235.0,80.0,55.0,0.0,1.0,17.1,58.1,17.38,176.842308
2023,INH1,IN,West Lafayette,17.5,75.0,30,30,2,80,G2F_Main,GEMN-0096_LH212HT_0003/LH244,CHECK,1,7,67.0,71.0,267.0,116.0,53.0,0.0,2.0,18.6,55.6,26.35,263.261224
2023,INH1,IN,West Lafayette,17.5,75.0,30,30,2,80,G2F_Main,GEMN-0096_PHP02_0005/LH244,CHECK,1,7,67.0,67.0,241.0,92.0,57.0,0.0,0.0,18.0,56.7,25.09,252.5203516
2023,INH1,IN,West Lafayette,17.5,75.0,30,30,2,80,G2F_Main,GEMN-0097_LH212HT_0002/LH244,CHECK,1,7,66.0,67.0,231.0,57.0,58.0,0.0,0.0,17.3,52.4,23.5,238.5367202
2023,INH1,IN,West Lafayette,17.5,75.0,30,30,2,80,G2F_Main,GEMN-0178/LH244,CHECK,1,7,70.0,73.0,287.0,141.0,56.0,0.0,1.0,20.3,52.8,27.61,270.0888152
2023,INH1,IN,West Lafayette,17.5,75.0,30,30,2,80,G2F_Main,PH24E/LH244,CHECK,1,7,65.0,68.0,220.0,99.0,57.0,0.0,0.0,19.7,53.1,21.33,210.2268933
2023,INH1,IN,West Lafayette,17.5,75.0,30,30,2,80,G2F_Main,W10010_0148/LH244,CHECK,1,7,67.0,70.0,232.0,82.0,57.0,0.0,12.0,19.1,57.9,19.25,191.1442012
2023,INH1,IN,West Lafayette,17.5,75.0,30,30,2,80,G2F_Main,PHW65_MOG_0137/LH244,CHECK,1,7,67.0,72.0,235.0,101.0,58.0,0.0,3.0,21.3,57.5,25.49,246.2217647
2023,INH1,IN,West Lafayette,17.5,75.0,30,30,2,80,G2F_Main,GEMN-0097_PHK76_0007/LH244,CHECK,1,7,66.0,68.0,226.0,92.0,53.0,0.0,1.0,17.3,56.1,18.49,187.6827216
2023,INH1,IN,West Lafayette,17.5,75.0,30,30,2,80,G2F_Main,B73/TX779,CHECK,1,7,86.0,69.0,168.0,94.0,39.0,0.0,0.0,26.7,19.5,2.77,24.92100862
2023,INH1,IN,West Lafayette,17.5,75.0,30,30,2,80,G2F_Main,PHR03/LH244,CHECK,1,7,69.0,71.0,242.0,105.0,57.0,0.0,0.0,20.6,57.6,28.09,273.7499909
2023,INH1,IN,West Lafayette,17.5,75.0,30,30,2,80,G2F_Main,GEMN-0192/LH244,CHECK,1,8,64.0,68.0,236.0,109.0,55.0,0.0,0.0,18.0,55.5,18.98,191.0257582
2023,INH1,IN,West Lafayette,17.5,75.0,30,30,2,80,G2F_Main,GEMN-0097_PHK76_0053/LH244,CHECK,1,8,65.0,67.0,236.0,94.0,55.0,0.0,4.0,17.3,55.6,20.2,205.0400744
2023,INH1,IN,West Lafayette,17.5,75.0,30,30,2,80,G2F_Main,GEMN-0096_PHP02_0006/LH244,CHECK,1,8,67.0,67.0,239.0,94.0,60.0,0.0,2.0,17.5,53.1,24.38,246.8706847
2023,INH1,IN,West Lafayette,17.5,75.0,30,30,2,80,G2F_Main,CG44/CGR01,CHECK,1,8,60.0,61.0,199.0,83.0,50.0,0.0,2.0,17.2,54.0,11.45,116.3637464
2023,INH1,IN,West Lafayette,17.5,75.0,30,30,2,80,G2F_Main,GEMN-0097_PHJ89_0008/LH244,CHECK,1,8,67.0,70.0,264.0,116.0,58.0,0.0,0.0,19.6,52.5,27.61,272.460988
2023,INH1,IN,West Lafayette,17.5,75.0,30,30,2,80,G2F_Main,GEMN-0192_PHK76_0010/LH244,CHECK,1,8,63.0,65.0,245.0,102.0,56.0,0.0,2.0,16.4,54.8,19.13,196.2922347
2023,INH1,IN,West Lafayette,17.5,75.0,30,30,2,80,G2F_Main,GEMN-0097_PHJ89_0005/LH244,CHECK,1,8,65.0,69.0,266.0,111.0,59.0,0.0,0.0,17.2,56.1,23.96,243.5000318
2023,INH1,IN,West Lafayette,17.5,75.0,30,30,2,80,G2F_Main,W10010_0170/LH244,CHECK,1,8,65.0,67.0,236.0,103.0,55.0,0.0,1.0,18.4,55.8,21.25,212.8290786
2023,INH1,IN,West Lafayette,17.5,75.0,30,30,2,80,G2F_Main,B97/LH244,CHECK,1,8,66.0,70.0,259.0,115.0,59.0,0.0,0.0,17.8,56.7,20.57,207.5333904
2023,INH1,IN,West Lafayette,17.5,75.0,30,30,2,80,G2F_Main,GEMN-0192_LH212HT_0011/LH244,CHECK,1,8,65.0,70.0,234.0,104.0,57.0,0.0,6.0,17.9,58.2,24.57,247.5883385
2023,INH1,IN,West Lafayette,17.5,75.0,30,30,2,80,G2F_Main,GEMN-0097_LH212HT_0061/LH244,CHECK,1,9,66.0,68.0,249.0,109.0,57.0,0.0,0.0,16.8,57.1,24.1,246.106022
2023,INH1,IN,West Lafayette,17.5,75.0,30,30,2,80,G2F_Main,GEMN-0225_PHJ89_0008/LH244,CHECK,1,9,65.0,66.0,238.0,89.0,59.0,0.0,1.0,16.8,56.1,22.34,228.1331341
