Year,Field-Location,State,City,Plot length (center-center in feet),Plot area (ft2),Alley length (in inches),Row spacing (in inches),Rows per plot,# Seed per plot,Experiment,Pedigree,Family,Replicate,Block,Anthesis [days],Silking [days],Plant Height [cm],Ear Height [cm],Stand Count [# of plants],Root Lodging [# of plants],Stalk Lodging [# of plants],Grain Moisture [%],Test Weight [lbs],Plot Weight [lbs],Grain Yield (bu/A)
2023,COH1,CO,Fort Collins,20.0,85.0,36,30,2,80,HIP_Hybrid,B73/PHN82,HIPS,1,1,97.0,97.0,235.0,104.0,35.0,0.0,0.0,25.1,51.3,26.9,218.2017891
2023,COH1,CO,Fort Collins,20.0,85.0,36,30,2,80,HIP_Hybrid,LH244/MO17,HIPS,1,1,97.0,97.0,235.0,104.0,29.0,0.0,0.0,25.5,48.9,24.8,200.0931232
2023,COH1,CO,Fort Collins,20.0,85.0,36,30,2,80,HIP_Hybrid,PHG29/PHG47,HIPS,1,1,78.0,78.0,235.0,104.0,38.0,0.0,0.0,16.2,56.7,28.8,261.3729959
2023,COH1,CO,Fort Collins,20.0,85.0,36,30,2,80,HIP_Hybrid,PHB47/MO17,HIPS,1,1,78.0,78.0,235.0,104.0,36.0,0.0,0.0,20.1,52.2,24.1,208.5393576
2023,COH1,CO,Fort Collins,20.0,85.0,36,30,2,80,HIP_Hybrid,LH195/PHN82,HIPS,1,1,97.0,97.0,235.0,104.0,39.0,0.0,0.0,28.0,48.4,27.4,213.6521506
2023,COH1,CO,Fort Collins,20.0,85.0,36,30,2,80,HIP_Hybrid,PHJ89/PH207,HIPS,1,1,78.0,78.0,235.0,104.0,34.0,0.0,0.0,24.7,53.0,27.6,225.0755228
2023,COH1,CO,Fort Collins,20.0,85.0,36,30,2,80,HIP_Hybrid,LH244/PHZ51,HIPS,1,1,97.0,97.0,235.0,104.0,35.0,0.0,0.0,25.3,51.7,18.8,152.0907006
2023,COH1,CO,Fort Collins,20.0,85.0,36,30,2,80,HIP_Hybrid,B73/PHZ51,HIPS,1,1,97.0,97.0,235.0,104.0,36.0,0.0,0.0,24.8,51.6,21.9,178.3553598
2023,COH1,CO,Fort Collins,20.0,85.0,36,30,2,80,HIP_Hybrid,PHJ40/PHAJ0,HIPS,1,1,92.0,78.0,235.0,104.0,36.0,0.0,0.0,19.6,56.9,18.6,161.9545681
2023,COH1,CO,Fort Collins,20.0,85.0,36,30,2,80,HIP_Hybrid,PHB47/PHN82,HIPS,1,1,78.0,97.0,235.0,104.0,34.0,0.0,0.0,20.9,53.8,25.2,215.8744448
2023,COH1,CO,Fort Collins,20.0,85.0,36,30,2,80,HIP_Hybrid,LH195/PHZ51,HIPS,1,1,97.0,97.0,235.0,104.0,36.0,0.0,0.0,27.8,49.7,21.7,169.6762826
2023,COH1,CO,Fort Collins,20.0,85.0,36,30,2,80,HIP_Hybrid,LH195/PHK76,HIPS,1,1,97.0,97.0,235.0,104.0,32.0,0.0,0.0,21.4,54.8,21.8,185.5680692
2023,COH1,CO,Fort Collins,20.0,85.0,36,30,2,80,HIP_Hybrid,PHRE1/PHTD5,HIPS,1,1,78.0,78.0,235.0,104.0,35.0,0.0,0.0,15.3,58.4,22.5,206.3907066
2023,COH1,CO,Fort Collins,20.0,85.0,36,30,2,80,HIP_Hybrid,PHB47/PHK76,HIPS,1,1,78.0,78.0,235.0,104.0,35.0,0.0,0.0,17.0,58.9,25.0,224.7203023
2023,COH1,CO,Fort Collins,20.0,85.0,36,30,2,80,HIP_Hybrid,B73/PHK76,HIPS,1,1,78.0,78.0,235.0,104.0,30.0,0.0,0.0,18.3,55.7,24.8,219.430982
2023,COH1,CO,Fort Collins,20.0,85.0,36,30,2,80,HIP_Hybrid,LH244/PHN82,HIPS,1,1,97.0,97.0,235.0,104.0,27.0,0.0,0.0,30.7,48.5,21.6,162.1105186
2023,COH1,CO,Fort Collins,20.0,85.0,36,30,2,80,HIP_Hybrid,TX714/PHZ51,HIPS,1,1,92.0,97.0,235.0,104.0,26.0,0.0,0.0,33.0,48.2,19.8,143.669375
2023,COH1,CO,Fort Collins,20.0,85.0,36,30,2,80,HIP_Hybrid,LH244/PHK76,HIPS,1,1,97.0,97.0,235.0,104.0,29.0,0.0,0.0,22.8,53.8,25.1,209.8530237
2023,COH1,CO,Fort Collins,20.0,85.0,36,30,2,80,HIP_Hybrid,B73/MO17,HIPS,1,1,89.0,89.0,235.0,104.0,44.0,0.0,0.0,29.4,47.4,26.2,200.3227169
2023,COH1,CO,Fort Collins,20.0,85.0,36,30,2,80,HIP_Hybrid,PHB47/PHZ51,HIPS,1,1,89.0,89.0,235.0,104.0,35.0,0.0,0.0,24.9,50.6,24.5,199.2646363
2023,COH1,CO,Fort Collins,20.0,85.0,36,30,2,80,HIP_Hybrid,LH145/LH82,HIPS,1,1,76.0,76.0,235.0,104.0,32.0,0.0,0.0,16.1,58.5,23.6,214.4362349
2023,COH1,CO,Fort Collins,20.0,85.0,36,30,2,80,HIP_Hybrid,LH195/MO17,HIPS,1,1,89.0,92.0,235.0,104.0,33.0,0.0,0.0,28.6,50.2,18.8,145.3718343
2023,COH1,CO,Fort Collins,20.0,85.0,36,30,2,80,HIP_Hybrid,LH195/PHK76,HIPS,2,2,89.0,89.0,235.0,104.0,40.0,0.0,0.0,18.7,57.4,9.34,82.23593436
2023,COH1,CO,Fort Collins,20.0,85.0,36,30,2,80,HIP_Hybrid,PHJ89/PH207,HIPS,2,2,76.0,76.0,235.0,104.0,41.0,0.0,0.0,17.5,56.6,10.7,95.60089006
2023,COH1,CO,Fort Collins,20.0,85.0,36,30,2,80,HIP_Hybrid,PHB47/PHN82,HIPS,2,2,76.0,76.0,235.0,104.0,61.0,0.0,0.0,19.5,54.9,8.79,76.63178907
2023,COH1,CO,Fort Collins,20.0,85.0,36,30,2,80,HIP_Hybrid,LH145/LH82,HIPS,2,2,76.0,76.0,235.0,104.0,42.0,0.0,0.0,18.4,57.1,9.99,88.28356382
2023,COH1,CO,Fort Collins,20.0,85.0,36,30,2,80,HIP_Hybrid,LH195/PHZ51,HIPS,2,2,76.0,76.0,235.0,104.0,31.0,0.0,0.0,19.3,53.4,8.16,71.31615216
2023,COH1,CO,Fort Collins,20.0,85.0,36,30,2,80,HIP_Hybrid,PHG29/PHG47,HIPS,2,2,76.0,76.0,235.0,104.0,37.0,0.0,0.0,21.3,53.5,9.51,81.05493441
2023,COH1,CO,Fort Collins,20.0,85.0,36,30,2,80,HIP_Hybrid,PHB47/MO17,HIPS,2,2,76.0,76.0,235.0,104.0,37.0,0.0,0.0,21.2,51.6,10.6,90.45993934
2023,COH1,CO,Fort Collins,20.0,85.0,36,30,2,80,HIP_Hybrid,LH244/PHZ51,HIPS,2,2,78.0,89.0,235.0,104.0,39.0,0.0,0.0,22.8,50.6,6.68,55.84933062
2023,COH1,CO,Fort Collins,20.0,85.0,36,30,2,80,HIP_Hybrid,B73/PHN82,HIPS,2,2,89.0,89.0,235.0,104.0,38.0,0.0,0.0,30.9,48.8,10.3,77.07960519
2023,COH1,CO,Fort Collins,20.0,85.0,36,30,2,80,HIP_Hybrid,B73/PHZ51,HIPS,2,2,89.0,78.0,235.0,104.0,31.0,0.0,0.0,26.6,51.0,8.72,69.31652051
2023,COH1,CO,Fort Collins,20.0,85.0,36,30,2,80,HIP_Hybrid,PHB47/PHK76,HIPS,2,2,76.0,76.0,235.0,104.0,36.0,0.0,0.0,16.8,58.9,5.99,53.97272657
2023,COH1,CO,Fort Collins,20.0,85.0,36,30,2,80,HIP_Hybrid,PHJ40/PHAJ0,HIPS,2,2,76.0,76.0,235.0,104.0,36.0,0.0,0.0,17.7,56.3,4.41,47.75983293
2023,COH1,CO,Fort Collins,20.0,85.0,36,30,2,80,HIP_Hybrid,TX714/PHZ51,HIPS,2,2,89.0,89.0,235.0,104.0,37.0,0.0,0.0,22.7,52.8,5.83,48.8058924
2023,COH1,CO,Fort Collins,20.0,85.0,36,30,2,80,HIP_Hybrid,LH195/MO17,HIPS,2,2,89.0,89.0,235.0,104.0,38.0,0.0,0.0,36.3,46.2,6.19,42.70259729
2023,COH1,CO,Fort Collins,20.0,85.0,36,30,2,80,HIP_Hybrid,LH244/MO17,HIPS,2,2,89.0,89.0,235.0,104.0,33.0,0.0,0.0,42.7,44.5,7.98,49.52012391
2023,COH1,CO,Fort Collins,20.0,85.0,36,30,2,80,HIP_Hybrid,LH195/PHN82,HIPS,2,2,89.0,89.0,235.0,104.0,36.0,0.0,0.0,35.3,47.5,13.0,91.09023917
2023,COH1,CO,Fort Collins,20.0,85.0,36,30,2,80,HIP_Hybrid,PHRE1/PHTD5,HIPS,2,2,76.0,76.0,235.0,104.0,35.0,0.0,0.0,18.8,56.2,7.76,68.24046223
2023,COH1,CO,Fort Collins,20.0,85.0,36,30,2,80,HIP_Hybrid,LH244/PHN82,HIPS,2,2,76.0,76.0,235.0,104.0,37.0,0.0,0.0,25.4,51.9,12.3,99.37294217
2023,COH1,CO,Fort Collins,20.0,85.0,36,30,2,80,HIP_Hybrid,B73/PHK76,HIPS,2,2,78.0,76.0,235.0,104.0,37.0,0.0,0.0,26.0,53.1,10.7,85.75110139
2023,COH1,CO,Fort Collins,20.0,85.0,36,30,2,80,HIP_Hybrid,PHB47/PHZ51,HIPS,2,2,78.0,89.0,235.0,104.0,37.0,0.0,0.0,18.9,56.3,6.65,58.4072433
2023,COH1,CO,Fort Collins,20.0,85.0,36,30,2,80,HIP_Hybrid,LH244/PHK76,HIPS,2,2,78.0,89.0,235.0,104.0,35.0,0.0,0.0,21.0,54.8,8.26,70.66939088
2023,COH1,CO,Fort Collins,20.0,85.0,36,30,2,80,HIP_Hybrid,B73/MO17,HIPS,2,2,78.0,89.0,235.0,104.0,35.0,0.0,0.0,34.9,47.0,10.2,71.91266272
2023,COH1,CO,Fort Collins,20.0,85.0,36,30,2,80,HIP_Hybrid,B73/PHN82,HIPS,3,3,89.0,89.0,235.0,104.0,67.0,0.0,0.0,23.2,51.3,31.6,262.8285336
2023,COH1,CO,Fort Collins,20.0,85.0,36,30,2,80,HIP_Hybrid,LH244/MO17,HIPS,3,3,97.0,92.0,235.0,104.0,56.0,0.0,0.0,27.3,47.2,23.9,188.1726587
2023,COH1,CO,Fort Collins,20.0,85.0,36,30,2,80,HIP_Hybrid,PHG29/PHG47,HIPS,3,3,76.0,76.0,235.0,104.0,70.0,0.0,0.0,17.3,58.1,23.9,214.0561056
2023,COH1,CO,Fort Collins,20.0,85.0,36,30,2,80,HIP_Hybrid,PHB47/MO17,HIPS,3,3,76.0,76.0,235.0,104.0,74.0,0.0,0.0,23.5,49.9,22.1,183.0956044
2023,COH1,CO,Fort Collins,20.0,85.0,36,30,2,80,HIP_Hybrid,LH195/PHN82,HIPS,3,3,89.0,89.0,235.0,104.0,79.0,0.0,0.0,31.0,48.9,27.5,205.4972403
2023,COH1,CO,Fort Collins,20.0,85.0,36,30,2,80,HIP_Hybrid,PHJ89/PH207,HIPS,3,3,76.0,76.0,235.0,104.0,56.0,0.0,0.0,17.2,57.1,21.5,192.7937746
2023,COH1,CO,Fort Collins,20.0,85.0,36,30,2,80,HIP_Hybrid,LH244/PHZ51,HIPS,3,3,97.0,89.0,235.0,104.0,65.0,0.0,0.0,25.1,50.6,17.1,138.7082005
2023,COH1,CO,Fort Collins,20.0,85.0,36,30,2,80,HIP_Hybrid,B73/PHZ51,HIPS,3,3,97.0,89.0,235.0,104.0,65.0,0.0,0.0,22.2,54.5,16.3,137.3382189
2023,COH1,CO,Fort Collins,20.0,85.0,36,30,2,80,HIP_Hybrid,PHJ40/PHAJ0,HIPS,3,3,70.0,70.0,235.0,104.0,69.0,0.0,0.0,13.7,62.8,15.5,144.8660783
2023,COH1,CO,Fort Collins,20.0,85.0,36,30,2,80,HIP_Hybrid,PHB47/PHN82,HIPS,3,3,76.0,76.0,235.0,104.0,67.0,0.0,0.0,22.0,52.7,25.5,215.4065934
2023,COH1,CO,Fort Collins,20.0,85.0,36,30,2,80,HIP_Hybrid,LH195/PHZ51,HIPS,3,3,89.0,89.0,235.0,104.0,70.0,0.0,0.0,21.4,54.2,25.7,218.7660266
2023,COH1,CO,Fort Collins,20.0,85.0,36,30,2,80,HIP_Hybrid,LH195/PHK76,HIPS,3,3,97.0,97.0,235.0,104.0,70.0,0.0,0.0,19.1,56.7,24.1,211.149362
2023,COH1,CO,Fort Collins,20.0,85.0,36,30,2,80,HIP_Hybrid,PHRE1/PHTD5,HIPS,3,3,70.0,70.0,235.0,104.0,71.0,0.0,0.0,12.6,61.5,21.3,201.6114743
2023,COH1,CO,Fort Collins,20.0,85.0,36,30,2,80,HIP_Hybrid,PHB47/PHK76,HIPS,3,3,76.0,76.0,235.0,104.0,65.0,0.0,0.0,17.3,58.0,22.0,197.039093
2023,COH1,CO,Fort Collins,20.0,85.0,36,30,2,80,HIP_Hybrid,B73/PHK76,HIPS,3,3,76.0,76.0,235.0,104.0,66.0,0.0,0.0,20.1,56.7,22.0,190.3678783
2023,COH1,CO,Fort Collins,20.0,85.0,36,30,2,80,HIP_Hybrid,LH244/PHN82,HIPS,3,3,89.0,89.0,235.0,104.0,74.0,0.0,0.0,28.7,48.6,23.5,181.4602904
2023,COH1,CO,Fort Collins,20.0,85.0,36,30,2,80,HIP_Hybrid,TX714/PHZ51,HIPS,3,3,97.0,89.0,235.0,104.0,65.0,0.0,0.0,23.0,53.6,15.0,125.0852767
2023,COH1,CO,Fort Collins,20.0,85.0,36,30,2,80,HIP_Hybrid,LH244/PHK76,HIPS,3,3,76.0,76.0,235.0,104.0,67.0,0.0,0.0,20.9,56.2,22.6,193.6016847
2023,COH1,CO,Fort Collins,20.0,85.0,36,30,2,80,HIP_Hybrid,B73/MO17,HIPS,3,3,97.0,89.0,235.0,104.0,70.0,0.0,0.0,31.6,45.8,19.9,147.4121864
2023,COH1,CO,Fort Collins,20.0,85.0,36,30,2,80,HIP_Hybrid,PHB47/PHZ51,HIPS,3,3,76.0,89.0,235.0,104.0,72.0,0.0,0.0,18.7,56.2,18.9,166.4089036
2023,COH1,CO,Fort Collins,20.0,85.0,36,30,2,80,HIP_Hybrid,LH145/LH82,HIPS,3,3,70.0,70.0,235.0,104.0,73.0,0.0,0.0,15.4,59.8,21.5,196.9849436
2023,COH1,CO,Fort Collins,20.0,85.0,36,30,2,80,HIP_Hybrid,LH195/MO17,HIPS,3,3,89.0,89.0,235.0,104.0,70.0,0.0,0.0,35.4,45.7,22.9,160.2109552
2023,COH1,CO,Fort Collins,20.0,85.0,36,30,2,80,HIP_Hybrid,LH195/PHK76,HIPS,4,4,76.0,78.0,235.0,104.0,9.0,0.0,0.0,15.4,58.6,5.62,51.49094804
2023,COH1,CO,Fort Collins,20.0,85.0,36,30,2,80,HIP_Hybrid,PHJ89/PH207,HIPS,4,4,89.0,89.0,235.0,104.0,69.0,0.0,0.0,18.8,56.9,19.5,171.480543
2023,COH1,CO,Fort Collins,20.0,85.0,36,30,2,80,HIP_Hybrid,PHB47/PHN82,HIPS,4,4,76.0,76.0,235.0,104.0,67.0,0.0,0.0,15.2,57.6,13.7,125.8173776
2023,COH1,CO,Fort Collins,20.0,85.0,36,30,2,80,HIP_Hybrid,LH145/LH82,HIPS,4,4,76.0,89.0,235.0,104.0,69.0,0.0,0.0,17.7,57.0,18.1,161.3253513
2023,COH1,CO,Fort Collins,20.0,85.0,36,30,2,80,HIP_Hybrid,LH195/PHZ51,HIPS,4,4,76.0,76.0,235.0,104.0,67.0,0.0,0.0,13.0,58.3,10.2,96.10448014
2023,COH1,CO,Fort Collins,20.0,85.0,36,30,2,80,HIP_Hybrid,PHG29/PHG47,HIPS,4,4,89.0,89.0,235.0,104.0,59.0,0.0,0.0,22.5,52.2,14.9,125.058202
2023,COH1,CO,Fort Collins,20.0,85.0,36,30,2,80,HIP_Hybrid,PHB47/MO17,HIPS,4,4,76.0,76.0,235.0,104.0,75.0,0.0,0.0,16.0,56.9,15.6,141.9149321
2023,COH1,CO,Fort Collins,20.0,85.0,36,30,2,80,HIP_Hybrid,LH244/PHZ51,HIPS,4,4,97.0,89.0,235.0,104.0,71.0,0.0,0.0,19.0,52.9,12.1,106.143792
2023,COH1,CO,Fort Collins,20.0,85.0,36,30,2,80,HIP_Hybrid,B73/PHN82,HIPS,4,4,89.0,89.0,235.0,104.0,59.0,0.0,0.0,24.1,52.7,9.73,79.97952593
2023,COH1,CO,Fort Collins,20.0,85.0,36,30,2,80,HIP_Hybrid,B73/PHZ51,HIPS,4,4,89.0,89.0,235.0,104.0,68.0,0.0,0.0,27.9,50.7,16.3,127.2761643
2023,COH1,CO,Fort Collins,20.0,85.0,36,30,2,80,HIP_Hybrid,PHB47/PHK76,HIPS,4,4,97.0,89.0,235.0,104.0,59.0,0.0,0.0,17.5,57.9,11.8,105.4290189
2023,COH1,CO,Fort Collins,20.0,85.0,36,30,2,80,HIP_Hybrid,PHJ40/PHAJ0,HIPS,4,4,76.0,76.0,235.0,104.0,71.0,0.0,0.0,16.1,59.4,13.1,119.0302829
2023,COH1,CO,Fort Collins,20.0,85.0,36,30,2,80,HIP_Hybrid,TX714/PHZ51,HIPS,4,4,70.0,70.0,235.0,104.0,66.0,0.0,0.0,12.0,61.3,6.78,64.61548009
2023,COH1,CO,Fort Collins,20.0,85.0,36,30,2,80,HIP_Hybrid,LH195/MO17,HIPS,4,4,89.0,89.0,235.0,104.0,66.0,0.0,0.0,31.8,48.5,9.2,67.95108746
2023,COH1,CO,Fort Collins,20.0,85.0,36,30,2,80,HIP_Hybrid,LH244/MO17,HIPS,4,4,89.0,89.0,235.0,104.0,68.0,0.0,0.0,38.7,44.9,12.3,81.65631843
2023,COH1,CO,Fort Collins,20.0,85.0,36,30,2,80,HIP_Hybrid,LH195/PHN82,HIPS,4,4,89.0,89.0,235.0,104.0,58.0,0.0,0.0,32.6,46.9,9.34,68.17591607
2023,COH1,CO,Fort Collins,20.0,85.0,36,30,2,80,HIP_Hybrid,PHRE1/PHTD5,HIPS,4,4,89.0,89.0,235.0,104.0,75.0,0.0,0.0,31.4,50.5,17.1,127.0411556
2023,COH1,CO,Fort Collins,20.0,85.0,36,30,2,80,HIP_Hybrid,LH244/PHN82,HIPS,4,4,70.0,70.0,235.0,104.0,72.0,0.0,0.0,16.4,57.6,12.3,111.3616349
2023,COH1,CO,Fort Collins,20.0,85.0,36,30,2,80,HIP_Hybrid,B73/PHK76,HIPS,4,4,89.0,89.0,235.0,104.0,52.0,0.0,0.0,30.2,48.7,18.8,142.1142022
2023,COH1,CO,Fort Collins,20.0,85.0,36,30,2,80,HIP_Hybrid,PHB47/PHZ51,HIPS,4,4,78.0,78.0,235.0,104.0,66.0,0.0,0.0,18.3,57.2,11.9,105.2914793
2023,COH1,CO,Fort Collins,20.0,85.0,36,30,2,80,HIP_Hybrid,LH244/PHK76,HIPS,4,4,78.0,78.0,235.0,104.0,78.0,0.0,0.0,18.9,56.3,15.0,131.7456616
2023,COH1,CO,Fort Collins,20.0,85.0,36,30,2,80,HIP_Hybrid,B73/MO17,HIPS,4,4,97.0,76.0,235.0,104.0,71.0,0.0,0.0,24.1,53.2,11.6,95.35071951
2023,COH1,CO,Fort Collins,20.0,85.0,36,30,2,80,HIP_Inbred,PHRE1,HIPS,1,1,78.0,78.0,235.0,104.0,65.0,0.0,0.0,12.0,61.7,6.56,62.51881259
2023,COH1,CO,Fort Collins,20.0,85.0,36,30,2,80,HIP_Inbred,MO17,HIPS,1,1,89.0,89.0,235.0,104.0,58.0,0.0,0.0,36.8,44.7,5.22,35.72825379
2023,COH1,CO,Fort Collins,20.0,85.0,36,30,2,80,HIP_Inbred,PHW65,HIPS,1,1,89.0,89.0,235.0,104.0,67.0,0.0,0.0,17.7,56.3,3.92,42.45318482
2023,COH1,CO,Fort Collins,20.0,85.0,36,30,2,80,HIP_Inbred,PHJ40,HIPS,1,1,76.0,76.0,235.0,104.0,71.0,0.0,0.0,14.2,62.3,9.09,84.46472657
2023,COH1,CO,Fort Collins,20.0,85.0,36,30,2,80,HIP_Inbred,PH207,HIPS,1,1,97.0,89.0,235.0,104.0,67.0,0.0,0.0,14.8,56.4,8.82,81.38275531
2023,COH1,CO,Fort Collins,20.0,85.0,36,30,2,80,HIP_Inbred,LH82,HIPS,1,1,92.0,89.0,235.0,104.0,74.0,0.0,0.0,19.0,55.2,6.46,56.6685038
2023,COH1,CO,Fort Collins,20.0,85.0,36,30,2,80,HIP_Inbred,PHJ89,HIPS,1,1,97.0,89.0,235.0,104.0,78.0,0.0,0.0,20.1,55.4,13.5,116.8166526
2023,COH1,CO,Fort Collins,20.0,85.0,36,30,2,80,HIP_Inbred,PHZ51,HIPS,1,1,92.0,89.0,235.0,104.0,73.0,0.0,0.0,17.7,56.3,2.82,30.54030133
2023,COH1,CO,Fort Collins,20.0,85.0,36,30,2,80,HIP_Inbred,PHTD5,HIPS,1,1,76.0,76.0,235.0,104.0,75.0,0.0,0.0,13.6,59.4,6.54,61.19496634
2023,COH1,CO,Fort Collins,20.0,85.0,36,30,2,80,HIP_Inbred,LH185,HIPS,1,1,89.0,89.0,235.0,104.0,65.0,0.0,0.0,22.8,48.8,9.24,77.2526669
2023,COH1,CO,Fort Collins,20.0,85.0,36,30,2,80,HIP_Inbred,PHP02,HIPS,1,1,76.0,78.0,235.0,104.0,66.0,0.0,0.0,16.6,56.0,9.24,83.45689662
2023,COH1,CO,Fort Collins,20.0,85.0,36,30,2,80,HIP_Inbred,LH145,HIPS,1,1,89.0,89.0,235.0,104.0,63.0,0.0,0.0,17.7,56.3,2.5,27.07473522
2023,COH1,CO,Fort Collins,20.0,85.0,36,30,2,80,HIP_Inbred,PHT69,HIPS,1,1,92.0,89.0,235.0,104.0,69.0,0.0,0.0,14.3,60.9,7.99,74.15694167
2023,COH1,CO,Fort Collins,20.0,85.0,36,30,2,80,HIP_Inbred,W22-UNIFORM MU STRAIN,HIPS,1,1,89.0,92.0,235.0,104.0,69.0,0.0,0.0,17.7,56.3,3.06,33.13947591
2023,COH1,CO,Fort Collins,20.0,85.0,36,30,2,80,HIP_Inbred,PHB47,HIPS,1,1,89.0,89.0,235.0,104.0,76.0,0.0,0.0,20.7,53.3,8.97,77.03531092
2023,COH1,CO,Fort Collins,20.0,85.0,36,30,2,80,HIP_Inbred,PHAJ0,HIPS,1,1,78.0,78.0,235.0,104.0,63.0,0.0,0.0,11.5,63.2,5.34,51.18099647
2023,COH1,CO,Fort Collins,20.0,85.0,36,30,2,80,HIP_Inbred,LH244,HIPS,1,1,76.0,76.0,235.0,104.0,71.0,0.0,0.0,17.7,56.3,3.35,36.28014519
2023,COH1,CO,Fort Collins,20.0,85.0,36,30,2,80,HIP_Inbred,LH244,HIPS,2,2,89.0,89.0,235.0,104.0,67.0,0.0,0.0,17.7,56.3,2.23,24.15066382
2023,COH1,CO,Fort Collins,20.0,85.0,36,30,2,80,HIP_Inbred,PHJ40,HIPS,2,2,76.0,76.0,235.0,104.0,68.0,0.0,0.0,10.5,61.7,4.98,48.26992094
2023,COH1,CO,Fort Collins,20.0,85.0,36,30,2,80,HIP_Inbred,PHP02,HIPS,2,2,78.0,89.0,235.0,104.0,66.0,0.0,0.0,13.1,54.8,4.71,44.3266482
2023,COH1,CO,Fort Collins,20.0,85.0,36,30,2,80,HIP_Inbred,PHRE1,HIPS,2,2,76.0,76.0,235.0,104.0,79.0,0.0,0.0,17.7,56.3,4.12,44.61916364
2023,COH1,CO,Fort Collins,20.0,85.0,36,30,2,80,HIP_Inbred,PHT69,HIPS,2,2,78.0,89.0,235.0,104.0,72.0,0.0,0.0,14.3,61.5,5.45,50.58264482
2023,COH1,CO,Fort Collins,20.0,85.0,36,30,2,80,HIP_Inbred,LH82,HIPS,2,2,89.0,92.0,235.0,104.0,65.0,0.0,0.0,17.7,56.3,2.54,27.50793098
2023,COH1,CO,Fort Collins,20.0,85.0,36,30,2,80,HIP_Inbred,LH185,HIPS,2,2,89.0,89.0,235.0,104.0,62.0,0.0,0.0,17.7,56.3,1.38,14.94525384
2023,COH1,CO,Fort Collins,20.0,85.0,36,30,2,80,HIP_Inbred,PHB47,HIPS,2,2,89.0,89.0,235.0,104.0,68.0,0.0,0.0,17.7,56.3,4.41,47.75983293
2023,COH1,CO,Fort Collins,20.0,85.0,36,30,2,80,HIP_Inbred,PHAJ0,HIPS,2,2,76.0,76.0,235.0,104.0,68.0,0.0,0.0,17.7,56.3,1.84,19.92700512
2023,COH1,CO,Fort Collins,20.0,85.0,36,30,2,80,HIP_Inbred,PHTD5,HIPS,2,2,76.0,76.0,235.0,104.0,56.0,0.0,0.0,17.7,56.3,2.7,29.24071404
2023,COH1,CO,Fort Collins,20.0,85.0,36,30,2,80,HIP_Inbred,PH207,HIPS,2,2,78.0,89.0,235.0,104.0,59.0,0.0,0.0,17.7,56.3,3.92,42.45318482
2023,COH1,CO,Fort Collins,20.0,85.0,36,30,2,80,HIP_Inbred,PHJ89,HIPS,2,2,78.0,78.0,235.0,104.0,65.0,0.0,0.0,23.0,52.8,4.86,40.52762966
2023,COH1,CO,Fort Collins,20.0,85.0,36,30,2,80,HIP_Inbred,PHRE1,HIPS,3,3,76.0,76.0,235.0,104.0,54.0,0.0,0.0,17.7,56.3,4.29,46.46024564
2023,COH1,CO,Fort Collins,20.0,85.0,36,30,2,80,HIP_Inbred,MO17,HIPS,3,3,70.0,70.0,235.0,104.0,58.0,0.0,0.0,17.7,56.3,2.9,31.40669285
2023,COH1,CO,Fort Collins,20.0,85.0,36,30,2,80,HIP_Inbred,PHJ89,HIPS,3,3,76.0,76.0,235.0,104.0,49.0,0.0,0.0,20.5,55.2,5.43,46.75102829
2023,COH1,CO,Fort Collins,20.0,85.0,36,30,2,80,HIP_Inbred,PHW65,HIPS,3,3,76.0,76.0,235.0,104.0,48.0,0.0,0.0,17.7,56.3,3.45,37.3631346
2023,COH1,CO,Fort Collins,20.0,85.0,36,30,2,80,HIP_Inbred,PHJ40,HIPS,3,3,70.0,76.0,235.0,104.0,51.0,0.0,0.0,17.7,56.3,4.05,43.86107106
2023,COH1,CO,Fort Collins,20.0,85.0,36,30,2,80,HIP_Inbred,PH207,HIPS,3,3,76.0,97.0,235.0,104.0,48.0,0.0,0.0,16.1,55.1,5.28,47.97556442
2023,COH1,CO,Fort Collins,20.0,85.0,36,30,2,80,HIP_Inbred,LH82,HIPS,3,3,97.0,89.0,235.0,104.0,49.0,0.0,0.0,17.7,56.3,4.08,44.18596788
2023,COH1,CO,Fort Collins,20.0,85.0,36,30,2,80,HIP_Inbred,PHJ89,HIPS,3,3,76.0,76.0,235.0,104.0,51.0,0.0,0.0,19.3,56.5,5.29,46.23314276
2023,COH1,CO,Fort Collins,20.0,85.0,36,30,2,80,HIP_Inbred,PHZ51,HIPS,3,3,97.0,89.0,235.0,104.0,53.0,0.0,0.0,17.7,56.3,2.24,24.25896276
2023,COH1,CO,Fort Collins,20.0,85.0,36,30,2,80,HIP_Inbred,PHTD5,HIPS,3,3,70.0,76.0,235.0,104.0,57.0,0.0,0.0,17.7,56.3,4.06,43.96937
2023,COH1,CO,Fort Collins,20.0,85.0,36,30,2,80,HIP_Inbred,LH185,HIPS,3,3,97.0,92.0,235.0,104.0,44.0,0.0,0.0,21.2,50.0,4.83,41.21901009
2023,COH1,CO,Fort Collins,20.0,85.0,36,30,2,80,HIP_Inbred,PHP02,HIPS,3,3,76.0,78.0,235.0,104.0,46.0,0.0,0.0,14.9,55.9,5.13,47.27931053
2023,COH1,CO,Fort Collins,20.0,85.0,36,30,2,80,HIP_Inbred,LH145,HIPS,3,3,76.0,89.0,235.0,104.0,37.0,0.0,0.0,17.7,56.3,1.22,13.21247079
