genotype,yield,Relative Humidity [%],Solar Radiation [W/m2],Rainfall [mm],Wind Speed [m/s],Wind Direction [degrees],Wind Gust [m/s],Soil Temperature [C],Soil Moisture [%VWC],Soil EC [mS/cm]
GEMN-0096_LH212HT_0005/LH244,206.9310848,18.449031758297906,74.62314485,262.8979402199164,0.099129627,0.44787080068143104,181.9679417686232,2.150319863713799,24.20722472,8.041706674926436
GEMN-0096_LH212HT_0005/LH244,167.7495416,18.970084948999148,81.11255944397024,214.33898305084745,0.08771223,0.36336649676868676,178.84648213632485,1.5628139007438118,24.541961454013173,10.921802219241556
GEMN-0096_LH212HT_0006/LH244,62.70641988,18.449031758297906,74.62314485,262.8979402199164,0.099129627,0.44787080068143104,181.9679417686232,2.150319863713799,24.20722472,8.041706674926436
GEMN-0096_LH212HT_0006/LH244,183.8303802,18.970084948999148,81.11255944397024,214.33898305084745,0.08771223,0.36336649676868676,178.84648213632485,1.5628139007438118,24.541961454013173,10.921802219241556
GEMN-0096_LH212HT_0009/LH244,139.5642398,18.449031758297906,74.62314485,262.8979402199164,0.099129627,0.44787080068143104,181.9679417686232,2.150319863713799,24.20722472,8.041706674926436
GEMN-0096_LH212HT_0009/LH244,181.2370321,18.970084948999148,81.11255944397024,214.33898305084745,0.08771223,0.36336649676868676,178.84648213632485,1.5628139007438118,24.541961454013173,10.921802219241556
GEMN-0096_LH212HT_0012/LH244,85.46962342,18.449031758297906,74.62314485,262.8979402199164,0.099129627,0.44787080068143104,181.9679417686232,2.150319863713799,24.20722472,8.041706674926436
GEMN-0096_LH212HT_0012/LH244,177.9976484,18.970084948999148,81.11255944397024,214.33898305084745,0.08771223,0.36336649676868676,178.84648213632485,1.5628139007438118,24.541961454013173,10.921802219241556
GEMN-0096_LH212HT_0013/LH244,31.88746344,18.449031758297906,74.62314485,262.8979402199164,0.099129627,0.44787080068143104,181.9679417686232,2.150319863713799,24.20722472,8.041706674926436
GEMN-0096_LH212HT_0013/LH244,243.0554105,18.970084948999148,81.11255944397024,214.33898305084745,0.08771223,0.36336649676868676,178.84648213632485,1.5628139007438118,24.541961454013173,10.921802219241556
GEMN-0096_LH212HT_0017/LH244,139.7644465,18.449031758297906,74.62314485,262.8979402199164,0.099129627,0.44787080068143104,181.9679417686232,2.150319863713799,24.20722472,8.041706674926436
GEMN-0096_LH212HT_0017/LH244,203.7704949,18.970084948999148,81.11255944397024,214.33898305084745,0.08771223,0.36336649676868676,178.84648213632485,1.5628139007438118,24.541961454013173,10.921802219241556
GEMN-0096_LH212HT_0017/LH244,231.6871894,18.970084948999148,81.11255944397024,214.33898305084745,0.08771223,0.36336649676868676,178.84648213632485,1.5628139007438118,24.541961454013173,10.921802219241556
GEMN-0096_LH212HT_0021/LH244,108.9311231,18.449031758297906,74.62314485,262.8979402199164,0.099129627,0.44787080068143104,181.9679417686232,2.150319863713799,24.20722472,8.041706674926436
GEMN-0096_LH212HT_0021/LH244,151.8003403,18.970084948999148,81.11255944397024,214.33898305084745,0.08771223,0.36336649676868676,178.84648213632485,1.5628139007438118,24.541961454013173,10.921802219241556
GEMN-0096/LH244,89.54431047,18.449031758297906,74.62314485,262.8979402199164,0.099129627,0.44787080068143104,181.9679417686232,2.150319863713799,24.20722472,8.041706674926436
GEMN-0096/LH244,160.3652379,18.970084948999148,81.11255944397024,214.33898305084745,0.08771223,0.36336649676868676,178.84648213632485,1.5628139007438118,24.541961454013173,10.921802219241556
GEMN-0096_PHJ89_0001/LH244,146.8682395,18.449031758297906,74.62314485,262.8979402199164,0.099129627,0.44787080068143104,181.9679417686232,2.150319863713799,24.20722472,8.041706674926436
GEMN-0096_PHJ89_0001/LH244,170.0946198,18.970084948999148,81.11255944397024,214.33898305084745,0.08771223,0.36336649676868676,178.84648213632485,1.5628139007438118,24.541961454013173,10.921802219241556
GEMN-0096_PHJ89_0001/LH244,180.2287636,18.970084948999148,81.11255944397024,214.33898305084745,0.08771223,0.36336649676868676,178.84648213632485,1.5628139007438118,24.541961454013173,10.921802219241556
GEMN-0096_PHJ89_0002/LH244,75.45648255,18.449031758297906,74.62314485,262.8979402199164,0.099129627,0.44787080068143104,181.9679417686232,2.150319863713799,24.20722472,8.041706674926436
GEMN-0096_PHJ89_0002/LH244,135.9077523,18.970084948999148,81.11255944397024,214.33898305084745,0.08771223,0.36336649676868676,178.84648213632485,1.5628139007438118,24.541961454013173,10.921802219241556
GEMN-0096_PHJ89_0006/LH244,128.7284531,18.449031758297906,74.62314485,262.8979402199164,0.099129627,0.44787080068143104,181.9679417686232,2.150319863713799,24.20722472,8.041706674926436
